dataset,n_base,dim,metric,family,build_params,query_param,k,is_default,recall_id,recall_tieaware,latency_median_ms,latency_p95_ms,build_seconds,memory_mb,repeat
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.429,0.42933,0.1127,0.1629,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.429,0.42933,0.1118,0.1602,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.43467,0.435,0.3091,0.3864,13.45,3.72,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.43467,0.435,0.3006,0.3766,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.43467,0.435,0.3103,0.4014,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.43467,0.435,0.5235,0.6024,13.45,3.72,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.43467,0.435,0.5262,0.6094,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.43467,0.435,0.5294,0.6044,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.27933,0.27967,0.0422,0.0783,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.27933,0.27967,0.042,0.0828,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.27933,0.27967,0.0414,0.0827,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38333,0.38367,0.0493,0.0903,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38333,0.38367,0.0488,0.0913,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38333,0.38367,0.0493,0.0951,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.48133,0.48167,0.0643,0.1086,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.48133,0.48167,0.0635,0.1079,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.48133,0.48167,0.0642,0.1082,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.54433,0.54467,0.0942,0.1508,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.54433,0.54467,0.0954,0.1453,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.54433,0.54467,0.0935,0.1415,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.58133,0.58167,0.1499,0.2103,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.58133,0.58167,0.152,0.5274,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.58133,0.58167,0.1491,0.2049,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.60367,0.604,0.4671,0.5671,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.60367,0.604,0.4666,0.5603,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.60367,0.604,0.4705,0.5657,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.60367,0.604,0.8689,0.9711,12.18,5.32,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.60367,0.604,0.8742,0.9805,12.18,5.32,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.60367,0.604,0.8997,1.0022,12.18,5.32,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.21533,0.21533,0.1292,0.1763,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.21533,0.21533,0.1267,0.1809,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.21533,0.21533,0.125,0.1756,32.2,6.9,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.31433,0.31433,0.1297,0.183,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.31433,0.31433,0.1279,0.1794,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.31433,0.31433,0.1285,0.1801,32.2,6.9,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.427,0.427,0.1389,0.1899,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.427,0.427,0.1395,0.1942,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.427,0.427,0.1364,0.1905,32.2,6.9,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.50967,0.50967,0.1555,0.2083,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.50967,0.50967,0.1563,0.2075,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.50967,0.50967,0.1558,0.2093,32.2,6.9,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.56467,0.56467,0.2312,0.2997,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.56467,0.56467,0.1996,0.3367,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.56467,0.56467,0.1898,0.2877,32.2,6.9,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.61033,0.61033,0.3765,0.4484,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.61033,0.61033,0.3917,0.4938,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.61033,0.61033,0.3827,0.4607,32.2,6.9,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.61567,0.616,0.6154,0.702,32.2,6.9,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.61567,0.616,0.5962,0.6725,32.2,6.9,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.61567,0.616,0.602,0.7572,32.2,6.9,2
